,order_number,quantity_ordered,price_each,order_line_number,sales,order_date,days_since_lastorder,status,product_line,msrp,product_code,customer_name,city,country,deal_size,contact_fullname
1438,10417,35,101.43,3,3550.05,2020-05-13,1457,Disputed,Motorcycles,112,S24_1578,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
1439,10110,29,59.37,15,1721.73,2018-03-18,2245,Shipped,Classic Cars,50,S24_1628,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
1440,10123,50,59.87,1,2993.5,2018-05-20,2183,Shipped,Classic Cars,50,S24_1628,Atelier graphique,Nantes,France,Small,Carine Schmitt
1441,10137,26,49.81,1,1295.06,2018-07-10,2133,Shipped,Classic Cars,50,S24_1628,Reims Collectables,Reims,France,Small,Paul Henriot
1442,10148,47,56.85,8,2671.95,2018-09-11,2071,Shipped,Classic Cars,50,S24_1628,"Anna's Decorations, Ltd",North Sydney,Australia,Small,Anna O'Hara
1443,10161,23,53.33,7,1226.59,2018-10-17,2036,Shipped,Classic Cars,50,S24_1628,Heintze Collectables,Aaarhus,Denmark,Small,Palle Ibsen
1444,10172,34,42.76,5,1453.84,2018-11-05,2018,Shipped,Classic Cars,50,S24_1628,Gift Depot Inc.,Bridgewater,USA,Small,Julie King
1445,10181,34,53.83,1,1830.22,2018-11-12,2012,Shipped,Classic Cars,50,S24_1628,Herkku Gifts,Bergen,Norway,Small,Veysel Oeztan
1446,10192,47,53.83,6,2530.01,2018-11-20,2005,Shipped,Classic Cars,50,S24_1628,Online Diecast Creations Co.,Nashua,USA,Small,Valarie Young
1447,10204,45,49.81,12,2241.45,2018-12-02,1994,Shipped,Classic Cars,50,S24_1628,Muscle Machine Inc,NYC,USA,Small,Jeff Young
1448,10212,45,53.33,5,2399.85,2019-01-16,1950,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1449,10226,36,43.27,3,1557.72,2019-02-26,1910,Shipped,Classic Cars,50,S24_1628,Collectable Mini Designs Co.,San Diego,USA,Small,Valarie Thompson
1450,10241,21,40.25,10,845.25,2019-04-13,1865,Shipped,Classic Cars,50,S24_1628,Mini Caravy,Strasbourg,France,Small,Frederique Citeaux
1451,10266,28,48.3,1,1352.4,2019-07-06,1782,Shipped,Classic Cars,50,S24_1628,L'ordine Souveniers,Reggio Emilia,Italy,Small,Maurizio Moroni
1452,10278,35,45.28,1,1584.8,2019-08-06,1752,Shipped,Classic Cars,50,S24_1628,Signal Gift Stores,Las Vegas,USA,Small,Sue King
1453,10288,50,52.32,13,2616.0,2019-09-01,1727,Shipped,Classic Cars,50,S24_1628,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
1454,10301,22,51.32,3,1129.04,2018-10-05,2059,Shipped,Classic Cars,50,S24_1628,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,Jan Klaeboe
1455,10311,45,49.3,8,2218.5,2019-10-16,1684,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1456,10321,48,42.26,5,2028.48,2019-11-04,1666,Shipped,Classic Cars,50,S24_1628,FunGiftIdeas.com,New Bedford,USA,Small,Violeta Benitez
1457,10332,20,87.96,5,1759.2,2019-11-17,1654,Shipped,Classic Cars,50,S24_1628,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
1458,10343,27,36.21,6,977.67,2019-11-24,1648,Shipped,Classic Cars,50,S24_1628,Reims Collectables,Reims,France,Small,Paul Henriot
1459,10367,38,38.5,11,1463.0,2020-01-12,1600,Resolved,Classic Cars,50,S24_1628,Toys4GrownUps.com,Pasadena,USA,Small,Julie Young
1460,10379,32,124.08,3,3970.56,2020-02-10,1572,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
1461,10407,64,40.25,10,2576.0,2020-04-22,1501,On Hold,Classic Cars,50,S24_1628,The Sharp Gifts Warehouse,San Jose,USA,Small,Sue Frick
1462,10420,37,60.37,13,2233.69,2020-05-29,1465,In Process,Classic Cars,50,S24_1628,Souveniers And Things Co.,Chatswood,Australia,Small,Adrian Huxley
1463,10106,28,88.63,4,2481.64,2018-02-17,2298,Shipped,Planes,109,S24_1785,Rovelli Gifts,Bergamo,Italy,Small,Giovanni Rovelli
1464,10120,39,119.27,10,4651.53,2018-04-29,2228,Shipped,Planes,109,S24_1785,"Australian Collectors, Co.",Melbourne,Australia,Medium,Peter Ferguson
1465,10133,41,94.1,5,3858.1,2018-06-27,2170,Shipped,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
1466,10145,40,87.54,16,3501.6,2018-08-25,2112,Shipped,Planes,109,S24_1785,Toys4GrownUps.com,Pasadena,USA,Medium,Julie Young
1467,10168,49,131.3,11,6433.7,2018-10-28,2049,Shipped,Planes,109,S24_1785,Technics Stores Inc.,Burlingame,USA,Medium,Juri Hirano
1468,10210,27,98.48,9,2658.96,2019-01-12,1974,Shipped,Planes,109,S24_1785,Osaka Souveniers Co.,Osaka,Japan,Small,Mory Kentary
1469,10223,34,106.14,11,3608.76,2019-02-20,1936,Shipped,Planes,109,S24_1785,"Australian Collectors, Co.",Melbourne,Australia,Medium,Peter Ferguson
1470,10235,23,96.29,5,2214.67,2019-04-02,1896,Shipped,Planes,109,S24_1785,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,Elizabeth Lincoln
1471,10250,31,88.63,6,2747.53,2019-05-11,1858,Shipped,Planes,109,S24_1785,The Sharp Gifts Warehouse,San Jose,USA,Small,Sue Frick
1472,10262,34,97.38,1,3310.92,2019-06-24,1815,Cancelled,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
1473,10275,25,95.2,11,2380.0,2019-07-23,1787,Shipped,Planes,109,S24_1785,La Rochelle Gifts,Nantes,France,Small,Janine Labrune
1474,10284,22,105.04,3,2310.88,2019-08-21,1759,Shipped,Planes,109,S24_1785,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,Jan Klaeboe
1475,10297,32,126.93,6,4061.76,2019-09-16,1734,Shipped,Planes,109,S24_1785,"Clover Collections, Co.",Dublin,Ireland,Medium,Dean Cassidy
1476,10308,31,112.7,9,3493.7,2019-10-15,1706,Shipped,Planes,109,S24_1785,Mini Classics,White Plains,USA,Medium,Steve Frick
1477,10316,25,114.89,1,2872.25,2019-11-01,1690,Shipped,Planes,109,S24_1785,giftsbymail.co.uk,Cowes,UK,Small,Helen Bennett
1478,10328,47,87.54,14,4114.38,2019-11-12,1680,Shipped,Planes,109,S24_1785,Rovelli Gifts,Bergamo,Italy,Medium,Giovanni Rovelli
1479,10339,21,50.65,7,1063.65,2019-11-23,1670,Shipped,Planes,109,S24_1785,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,Akiko Shimamura
1480,10353,28,71.73,2,2008.44,2019-12-04,1660,Shipped,Planes,109,S24_1785,Gift Ideas Corp.,Glendale,USA,Small,Dan Lewis
1481,10374,46,94.1,3,4328.6,2020-02-02,1601,Shipped,Planes,109,S24_1785,"Australian Gift Network, Co",South Brisbane,Australia,Medium,Tony Calaghan
1482,10386,33,41.71,11,1376.43,2020-03-01,1574,Resolved,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1483,10398,43,129.12,16,5552.16,2020-03-30,1546,Shipped,Planes,109,S24_1785,Reims Collectables,Reims,France,Medium,Paul Henriot
1484,10401,38,96.29,5,3659.02,2020-04-03,1543,On Hold,Planes,109,S24_1785,Tekni Collectables Inc.,Newark,USA,Medium,William Brown
1485,10416,47,88.63,6,4165.61,2020-05-10,1507,Shipped,Planes,109,S24_1785,L'ordine Souveniers,Reggio Emilia,Italy,Medium,Maurizio Moroni
1486,10101,45,31.2,3,1404.0,2018-01-09,2360,Shipped,Vintage Cars,33,S24_1937,"Blauer See Auto, Co.",Frankfurt,Germany,Small,Roland Keitel
1487,10110,20,35.51,3,710.2,2018-03-18,2293,Shipped,Vintage Cars,33,S24_1937,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
1488,10124,45,37.84,2,1702.8,2018-05-21,2230,Shipped,Vintage Cars,33,S24_1937,Signal Gift Stores,Las Vegas,USA,Small,Sue King
1489,10149,36,33.19,7,1194.84,2018-09-12,2117,Shipped,Vintage Cars,33,S24_1937,Signal Collectibles Ltd.,Brisbane,USA,Small,Sue Taylor
1490,10173,31,31.53,9,977.43,2018-11-05,2064,Shipped,Vintage Cars,33,S24_1937,Rovelli Gifts,Bergamo,Italy,Small,Giovanni Rovelli
1491,10182,39,36.84,6,1436.76,2018-11-12,2058,Shipped,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
1492,10193,26,29.21,10,759.46,2018-11-21,2050,Shipped,Vintage Cars,33,S24_1937,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,Sean Connery
1493,10205,32,37.17,5,1189.44,2018-12-03,2039,Shipped,Vintage Cars,33,S24_1937,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1494,10214,20,34.19,3,683.8,2019-01-26,1986,Shipped,Vintage Cars,33,S24_1937,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,Mart¡n Sommer
1495,10227,42,29.21,6,1226.82,2019-03-02,1952,Shipped,Vintage Cars,33,S24_1937,"Saveley & Henriot, Co.",Lyon,France,Small,Mary Saveley
1496,10243,33,29.54,1,974.82,2019-04-26,1898,Shipped,Vintage Cars,33,S24_1937,Diecast Collectables,Boston,USA,Small,Valarie Franco
1497,10280,20,28.88,12,577.6,2019-08-17,1786,Shipped,Vintage Cars,33,S24_1937,Amica Models & Co.,Torino,Italy,Small,Paolo Accorti
1498,10288,29,38.17,1,1106.93,2019-09-01,1772,Shipped,Vintage Cars,33,S24_1937,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
1499,10304,23,30.2,16,694.6,2019-10-11,1733,Shipped,Vintage Cars,33,S24_1937,Auto Assoc. & Cie.,Versailles,France,Small,Daniel Tonini
1500,10312,39,29.54,13,1152.06,2019-10-21,1724,Shipped,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
1501,10322,20,131.2,3,2624.0,2019-11-04,1711,Shipped,Vintage Cars,33,S24_1937,Online Diecast Creations Co.,Nashua,USA,Small,Valarie Young
1502,10332,45,81.91,6,3685.95,2019-11-17,1699,Shipped,Vintage Cars,33,S24_1937,"AV Stores, Co.",Manchester,UK,Medium,Victoria Ashworth
1503,10344,20,35.18,6,703.6,2019-11-25,1692,Shipped,Vintage Cars,33,S24_1937,Marseille Mini Autos,Marseille,France,Small,Laurence Lebihan
1504,10356,48,202.5,5,9720.0,2019-12-09,1679,Shipped,Vintage Cars,33,S24_1937,Lyon Souveniers,Paris,France,Large,Daniel Da Cunha
1505,10367,23,36.29,13,834.67,2020-01-12,1646,Resolved,Vintage Cars,33,S24_1937,Toys4GrownUps.com,Pasadena,USA,Small,Julie Young
1506,10380,32,70.56,4,2257.92,2020-02-16,1612,Shipped,Vintage Cars,33,S24_1937,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1507,10391,33,252.87,8,8344.71,2020-03-09,1591,Shipped,Vintage Cars,33,S24_1937,"Anna's Decorations, Ltd",North Sydney,Australia,Large,Anna O'Hara
1508,10409,61,29.54,1,1801.94,2020-04-23,1547,Shipped,Vintage Cars,33,S24_1937,Handji Gifts& Co,Singapore,Singapore,Small,Wendy Victorino
1509,10420,45,26.88,1,1209.6,2020-05-29,1512,In Process,Vintage Cars,33,S24_1937,Souveniers And Things Co.,Chatswood,Australia,Small,Adrian Huxley
1510,10107,38,83.03,7,3155.14,2018-02-24,2338,Shipped,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,USA,Medium,Kwai Yu
1511,10120,34,83.79,5,2848.86,2018-04-29,2275,Shipped,Motorcycles,76,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,Small,Peter Ferguson
1512,10134,43,83.03,7,3570.29,2018-07-01,2213,Shipped,Motorcycles,76,S24_2000,Lyon Souveniers,Paris,France,Medium,Daniel Da Cunha
1513,10145,47,83.03,11,3902.41,2018-08-25,2159,Shipped,Motorcycles,76,S24_2000,Toys4GrownUps.com,Pasadena,USA,Medium,Julie Young
1514,10158,22,67.03,1,1474.66,2018-10-10,2114,Shipped,Motorcycles,76,S24_2000,Baane Mini Imports,Stavern,Norway,Small,Jonas Bergulfsen
1515,10168,29,75.41,6,2186.89,2018-10-28,2097,Shipped,Motorcycles,76,S24_2000,Technics Stores Inc.,Burlingame,USA,Small,Juri Hirano
1516,10180,28,68.55,14,1919.4,2018-11-11,2084,Shipped,Motorcycles,76,S24_2000,Daedalus Designs Imports,Lille,France,Small,Martine Rance
1517,10188,40,91.4,6,3656.0,2018-11-18,2078,Shipped,Motorcycles,76,S24_2000,Herkku Gifts,Bergen,Norway,Medium,Veysel Oeztan
1518,10210,30,61.7,4,1851.0,2019-01-12,2024,Shipped,Motorcycles,76,S24_2000,Osaka Souveniers Co.,Osaka,Japan,Small,Mory Kentary
1519,10223,38,69.31,6,2633.78,2019-02-20,1986,Shipped,Motorcycles,76,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,Small,Peter Ferguson
1520,10236,36,87.6,3,3153.6,2019-04-03,1945,Shipped,Motorcycles,76,S24_2000,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,Rosa Hernandez
1521,10250,32,87.6,1,2803.2,2019-05-11,1908,Shipped,Motorcycles,76,S24_2000,The Sharp Gifts Warehouse,San Jose,USA,Small,Sue Frick
1522,10263,37,62.46,7,2311.02,2019-06-28,1861,Shipped,Motorcycles,76,S24_2000,Gift Depot Inc.,Bridgewater,USA,Small,Julie King
1523,10275,30,79.98,6,2399.4,2019-07-23,1837,Shipped,Motorcycles,76,S24_2000,La Rochelle Gifts,Nantes,France,Small,Janine Labrune
1524,10285,39,70.08,11,2733.12,2019-08-27,1803,Shipped,Motorcycles,76,S24_2000,Marta's Replicas Co.,Cambridge,USA,Small,Marta Hernandez
1525,10297,32,65.51,1,2096.32,2019-09-16,1784,Shipped,Motorcycles,76,S24_2000,"Clover Collections, Co.",Dublin,Ireland,Small,Dean Cassidy
1526,10308,47,63.22,4,2971.34,2019-10-15,1756,Shipped,Motorcycles,76,S24_2000,Mini Classics,White Plains,USA,Small,Steve Frick
1527,10318,26,86.83,6,2257.58,2019-11-02,1739,Shipped,Motorcycles,76,S24_2000,Diecast Classics Inc.,Allentown,USA,Small,Kyung Yu
1528,10329,37,94.43,4,3493.91,2019-11-15,1727,Shipped,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,USA,Medium,Kwai Yu
1529,10340,55,79.98,8,4398.9,2019-11-24,1719,Shipped,Motorcycles,76,S24_2000,Enaco Distributors,Barcelona,Spain,Medium,Eduardo Saavedra
1530,10363,21,171.22,8,3595.62,2020-01-06,1677,Shipped,Motorcycles,76,S24_2000,Suominen Souveniers,Espoo,Finland,Medium,Kalle Suominen
1531,10375,23,106.23,9,2443.29,2020-02-03,1650,Shipped,Motorcycles,76,S24_2000,La Rochelle Gifts,Nantes,France,Small,Janine Labrune
1532,10389,49,81.4,2,3988.6,2020-03-03,1622,Shipped,Motorcycles,76,S24_2000,Scandinavian Gift Ideas,Boras,Sweden,Medium,Maria Larsson
1533,10402,59,87.6,3,5168.4,2020-04-07,1588,Shipped,Motorcycles,76,S24_2000,Auto Canal Petit,Paris,France,Medium,Dominique Perrier
1534,10416,32,87.6,1,2803.2,2020-05-10,1556,Shipped,Motorcycles,76,S24_2000,L'ordine Souveniers,Reggio Emilia,Italy,Small,Maurizio Moroni
1535,10105,43,147.47,9,6341.21,2018-02-11,2376,Shipped,Ships,122,S24_2011,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,Jytte Petersen
1536,10117,41,126.58,3,5189.78,2018-04-16,2313,Shipped,Ships,122,S24_2011,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,Eric Natividad
1537,10129,45,133.95,9,6027.75,2018-06-12,2257,Shipped,Ships,122,S24_2011,"Stylish Desk Decors, Co.",London,UK,Medium,Ann Brown
1538,10142,33,102.0,6,3366.0,2018-08-08,2201,Shipped,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
1539,10153,40,136.41,5,5456.4,2018-09-28,2151,Shipped,Ships,122,S24_2011,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
1540,10167,33,115.52,16,3812.16,2018-10-23,2127,Cancelled,Ships,122,S24_2011,Scandinavian Gift Ideas,Boras,Sweden,Medium,Maria Larsson
1541,10177,50,121.66,7,6083.0,2018-11-07,2113,Shipped,Ships,122,S24_2011,CAF Imports,Madrid,Spain,Medium,Jesus Fernandez
1542,10185,30,105.69,7,3170.7,2018-11-14,2107,Shipped,Ships,122,S24_2011,Mini Creations Ltd.,New Bedford,USA,Medium,Wing C Tam
1543,10197,41,110.6,13,4534.6,2018-11-26,2096,Shipped,Ships,122,S24_2011,Enaco Distributors,Barcelona,Spain,Medium,Eduardo Saavedra
1544,10208,35,122.89,7,4301.15,2019-01-02,2060,Shipped,Ships,122,S24_2011,"Saveley & Henriot, Co.",Lyon,France,Medium,Mary Saveley
1545,10221,49,138.87,1,6804.63,2019-02-18,2014,Shipped,Ships,122,S24_2011,Petit Auto,Bruxelles,Belgium,Medium,Catherine Dewey
1546,10232,46,122.89,4,5652.94,2019-03-20,1985,Shipped,Ships,122,S24_2011,giftsbymail.co.uk,Cowes,UK,Medium,Helen Bennett
1547,10248,48,145.01,10,6960.48,2019-05-07,1938,Cancelled,Ships,122,S24_2011,Land of Toys Inc.,NYC,USA,Medium,Kwai Yu
1548,10261,36,125.35,8,4512.6,2019-06-17,1898,Shipped,Ships,122,S24_2011,Quebec Home Shopping Network,Montreal,Canada,Medium,Jean Fresnisre
1549,10273,22,126.58,11,2784.76,2019-07-21,1865,Shipped,Ships,122,S24_2011,Petit Auto,Bruxelles,Belgium,Small,Catherine Dewey
1550,10283,42,126.58,13,5316.36,2019-08-20,1836,Shipped,Ships,122,S24_2011,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Medium,Elizabeth Lincoln
1551,10293,21,140.09,2,2941.89,2019-09-09,1817,Shipped,Ships,122,S24_2011,Amica Models & Co.,Torino,Italy,Small,Paolo Accorti
1552,10306,29,110.6,7,3207.4,2019-10-14,1783,Shipped,Ships,122,S24_2011,"AV Stores, Co.",Manchester,UK,Medium,Victoria Ashworth
1553,10315,35,120.43,6,4215.05,2019-10-29,1769,Shipped,Ships,122,S24_2011,La Rochelle Gifts,Nantes,France,Medium,Janine Labrune
1554,10326,41,105.69,4,4333.29,2019-11-09,1759,Shipped,Ships,122,S24_2011,"Volvo Model Replicas, Co",Lule,Sweden,Medium,Christina Berglund
1555,10337,29,71.97,4,2087.13,2019-11-21,1748,Shipped,Ships,122,S24_2011,Classic Legends Inc.,NYC,USA,Small,Maria Hernandez
1556,10350,34,50.33,7,1711.22,2019-12-02,1738,Shipped,Ships,122,S24_2011,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1557,10372,37,105.69,8,3910.53,2020-01-26,1684,Shipped,Ships,122,S24_2011,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium,Akiko Shimamura
1558,10396,49,116.75,6,5720.75,2020-03-23,1628,Shipped,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
1559,10414,23,145.01,10,3335.23,2020-05-06,1585,On Hold,Ships,122,S24_2011,Gifts4AllAges.com,Boston,USA,Medium,Juri Yoshido
1560,10101,46,53.76,2,2472.96,2018-01-09,2434,Shipped,Vintage Cars,44,S24_2022,"Blauer See Auto, Co.",Frankfurt,Germany,Small,Roland Keitel
1561,10110,39,44.35,2,1729.65,2018-03-18,2367,Shipped,Vintage Cars,44,S24_2022,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
1562,10124,22,45.25,1,995.5,2018-05-21,2304,Shipped,Vintage Cars,44,S24_2022,Signal Gift Stores,Las Vegas,USA,Small,Sue King
1563,10149,49,49.28,6,2414.72,2018-09-12,2191,Shipped,Vintage Cars,44,S24_2022,Signal Collectibles Ltd.,Brisbane,USA,Small,Sue Taylor
1564,10173,27,41.22,8,1112.94,2018-11-05,2138,Shipped,Vintage Cars,44,S24_2022,Rovelli Gifts,Bergamo,Italy,Small,Giovanni Rovelli
1565,10182,31,36.74,5,1138.94,2018-11-12,2132,Shipped,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
1566,10193,20,50.62,9,1012.4,2018-11-21,2124,Shipped,Vintage Cars,44,S24_2022,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,Sean Connery
1567,10205,24,38.08,4,913.92,2018-12-03,2113,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1568,10214,49,47.94,2,2349.06,2019-01-26,2060,Shipped,Vintage Cars,44,S24_2022,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,Mart¡n Sommer
1569,10227,24,48.38,5,1161.12,2019-03-02,2026,Shipped,Vintage Cars,44,S24_2022,"Saveley & Henriot, Co.",Lyon,France,Small,Mary Saveley
1570,10244,39,45.25,9,1764.75,2019-04-29,1969,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1571,10255,37,45.7,2,1690.9,2019-06-04,1934,Shipped,Vintage Cars,44,S24_2022,Mini Caravy,Strasbourg,France,Small,Frederique Citeaux
1572,10280,45,47.49,11,2137.05,2019-08-17,1861,Shipped,Vintage Cars,44,S24_2022,Amica Models & Co.,Torino,Italy,Small,Paolo Accorti
1573,10289,45,48.38,4,2177.1,2019-09-03,1845,Shipped,Vintage Cars,44,S24_2022,Herkku Gifts,Bergen,Norway,Small,Veysel Oeztan
1574,10304,44,39.42,15,1734.48,2019-10-11,1808,Shipped,Vintage Cars,44,S24_2022,Auto Assoc. & Cie.,Versailles,France,Small,Daniel Tonini
1575,10312,23,37.63,12,865.49,2019-10-21,1799,Shipped,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
1576,10322,30,116.67,4,3500.1,2019-11-04,1786,Shipped,Vintage Cars,44,S24_2022,Online Diecast Creations Co.,Nashua,USA,Medium,Valarie Young
1577,10332,26,85.52,10,2223.52,2019-11-17,1774,Shipped,Vintage Cars,44,S24_2022,"AV Stores, Co.",Manchester,UK,Small,Victoria Ashworth
1578,10345,43,53.76,1,2311.68,2019-11-25,1767,Shipped,Vintage Cars,44,S24_2022,Atelier graphique,Nantes,France,Small,Carine Schmitt
1579,10356,26,31.86,7,828.36,2019-12-09,1754,Shipped,Vintage Cars,44,S24_2022,Lyon Souveniers,Paris,France,Small,Daniel Da Cunha
1580,10367,28,30.59,12,856.52,2020-01-12,1721,Resolved,Vintage Cars,44,S24_2022,Toys4GrownUps.com,Pasadena,USA,Small,Julie Young
1581,10380,27,68.35,5,1845.45,2020-02-16,1687,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,Madrid,Spain,Small,Diego Freyre
1582,10391,24,168.42,1,4042.08,2020-03-09,1666,Shipped,Vintage Cars,44,S24_2022,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,Anna O'Hara
1583,10421,40,45.7,2,1828.0,2020-05-29,1586,In Process,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,Valarie Nelson
1584,10103,36,102.23,1,3680.28,2018-01-29,2438,Shipped,Trucks and Buses,127,S24_2300,Baane Mini Imports,Stavern,Norway,Medium,Jonas Bergulfsen
1585,10114,21,139.29,5,2925.09,2018-04-01,2377,Shipped,Trucks and Buses,127,S24_2300,"La Corne D'abondance, Co.",Paris,France,Small,Marie Bertrand
1586,10126,27,126.51,1,3415.77,2018-05-28,2321,Shipped,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,Mart¡n Sommer
1587,10140,47,108.62,1,5105.14,2018-07-24,2265,Shipped,Trucks and Buses,127,S24_2300,Technics Stores Inc.,Burlingame,USA,Medium,Juri Hirano
1588,10151,42,121.4,8,5098.8,2018-09-21,2207,Shipped,Trucks and Buses,127,S24_2300,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium,Pirkko Koskitalo
1589,10165,32,145.68,17,4661.76,2018-10-22,2177,Shipped,Trucks and Buses,127,S24_2300,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,Eric Natividad
1590,10175,28,106.07,6,2969.96,2018-11-06,2163,Shipped,Trucks and Buses,127,S24_2300,"Stylish Desk Decors, Co.",London,UK,Small,Ann Brown
1591,10184,24,145.68,11,3496.32,2018-11-14,2156,Shipped,Trucks and Buses,127,S24_2300,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium,Jose Pedro Roel
1592,10194,49,117.57,1,5760.93,2018-11-25,2146,Shipped,Trucks and Buses,127,S24_2300,"Saveley & Henriot, Co.",Lyon,France,Medium,Mary Saveley
1593,10207,46,148.24,12,6819.04,2018-12-09,2133,Shipped,Trucks and Buses,127,S24_2300,Diecast Collectables,Boston,USA,Medium,Valarie Franco
1594,10217,28,112.46,1,3148.88,2019-02-04,2077,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,Singapore,Singapore,Medium,Wendy Victorino
1595,10229,48,118.84,6,5704.32,2019-03-11,2043,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
1596,10246,29,121.4,10,3520.6,2019-05-05,1989,Shipped,Trucks and Buses,127,S24_2300,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
1597,10259,47,112.46,9,5285.62,2019-06-15,1949,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,Singapore,Singapore,Medium,Wendy Victorino
1598,10271,43,130.35,10,5605.05,2019-07-20,1915,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
1599,10281,25,111.18,6,2779.5,2019-08-19,1886,Shipped,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,Allentown,USA,Small,Kyung Yu
1600,10291,48,112.46,1,5398.08,2019-09-08,1867,Shipped,Trucks and Buses,127,S24_2300,Scandinavian Gift Ideas,Boras,Sweden,Medium,Maria Larsson
1601,10305,24,132.9,10,3189.6,2019-10-13,1833,Shipped,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,Cambridge,USA,Medium,Marta Hernandez
1602,10313,42,132.9,4,5581.8,2019-10-22,1825,Shipped,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,Vancouver,Canada,Medium,Yoshi Tannamuri
1603,10324,31,123.24,2,3820.44,2019-11-05,1812,Shipped,Trucks and Buses,127,S24_2300,Vitachrome Inc.,NYC,USA,Medium,Michael Frick
1604,10334,42,131.62,5,5528.04,2019-11-19,1799,On Hold,Trucks and Buses,127,S24_2300,"Volvo Model Replicas, Co",Lule,Sweden,Medium,Christina Berglund
1605,10348,37,161.66,1,5981.42,2019-11-01,1818,Shipped,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,Mart¡n Sommer
1606,10358,41,138.65,7,5684.65,2019-12-10,1780,Shipped,Trucks and Buses,127,S24_2300,Euro Shopping Channel,Madrid,Spain,Medium,Diego Freyre
1607,10371,20,172.47,5,3449.4,2020-01-23,1737,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,Valarie Nelson
